,Unnamed: 0,Theme,id,Title,Artist,Album,Lyric,E,I,S,N,F,T,P,J,theme_E,theme_I,theme_S,theme_N,theme_F,theme_T,theme_P,theme_J
383,383,아이돌,2710642,Saturday Night,크레용팝(Crayon Pop),CRAYON POP 1st Mini Album,[소율].때가 됐어 바로 오늘 밤 기다렸어 .자 준비는 끝났어 .출렁이는 저 음악소리 .내 가슴 두근두근 쿵쿵쿵..[금미].뭔가 될것 같은 오늘밤 .이 짜릿하는 그 느낌이 좋아..[소율].더 높이 하늘을 찔러봐 Tonight .불타는 바로 오늘 밤..[웨이].Saturday night 다같이 춤을 춰요 .이쪽저쪽 눈치 보지마요.Oh~Saturday night  다같이 흔들어요 .반짝반짝 빙빙 돌아봐요 오..[금미].Hey mister dj don't stop the music.Hey mister dj don't stop oh Saturday night..[금미].뭔가 될것 같은 오늘밤 .이 짜릿하는 그 느낌이 좋아..[소율].출렁이는 저 음악소리 .내 가슴 두근두근 쿵쿵쿵..[웨이].Yo~ 오늘밤 놀아볼래 나와 함께 놀아볼래.멋지게 놀아줄게 나를 한번 지켜볼래 uh.니 눈이 휘둥그레 입이 떡 벌어져 .어때 자 달려보자 OK 불타는 바로 오늘 밤..[초아].Saturday night 다같이 춤을 춰요 .이쪽저쪽 눈치 보지마요.Oh Saturday night  다같이 흔들어요 .반짝반짝 빙빙 돌아봐요 oh..[초아].Saturday night 다같이 춤을 춰요 .이쪽저쪽 눈치 보지마요.Oh~Saturday night  다같이 흔들어요.(흔들어요) 반짝반짝 빙빙 돌아봐요 oh..[엘린].Hey mister dj(Hey mister dj) .don't stop the music(don't stop the music).Hey mister dj don't stop oh Saturday night.,0.021130466055870056,0.03714994449615479,-0.05679711103439331,-0.03263970132470131,0.03562688082456589,-0.05283687263727188,-0.11363594730695088,-0.1576534608999888,1,-1,0,0,0,0,0,0
384,384,걸그룹,3226146,누구나 비밀은 있다 (feat. 가인 Of Brown Eyed Girls),아이유(IU),Modern Times,내가 누굴 탐했었는지.네가 알면 넌 어떤 표정을 할까.내가 어제 무얼 했는지.네가 알면 넌 어떤 얘기를 할까..영원한 비밀이란 없다고 Oh 말을 하지만.떠들썩하거나 사소하거나.끔찍한 파문이 일지 몰라..누구나 비밀은 있는 거야 아무에게도 말하지 마.우리 아무 일도  없던 걸로  안 들은 걸로 해요.나도 비밀은 있는 거야 누구에게도 말하지 마.사람들에게는 진실이란 중요하지 않아..내가 무슨 꿈을 꿨는지.네가 알면 넌 어떤 얼굴을 할까.내가 누굴 싫어하는지.네가 알면 까무러칠지도 몰라..영원한 비밀이란 없다고.Oh oh oh oh 말을 하지만.넌 내가 정말로 없을 것 같니.아무도 모르는 story 하나.넌 네가 정말로 다 안 것 같니.너의 제일 가까운 그 사람을..누구나 비밀은 있는 거야 아무에게도 말하지 마.우리 아무 일도  없던 걸로  안 들은 걸로 해요.모두 비밀은 있는 거야 누구에게도 말하지 마.사람들에게는 진실이란 중요하지 않아..비밀이 있기에 빛나는 사람.나를 언제나 궁금하게 만들어.다가갈수록 신비로운 사람.그대의 모든 걸 말하지 마요..누구나 비밀은 있는 거야 아무에게도 말하지 마.우리 아무 일도  없던 걸로  안 들은 걸로 해요.모두 비밀은 있는 거야 누구에게도 말하지 마.사람들에게는 진실이란 중요하지 않아.,0.10760185528993607,0.1520758088350296,0.138053560256958,0.029174147140979767,0.23808056116104126,0.23032429814338684,-0.0011524409055709839,0.11220328013102214,1,-1,0,0,0,0,0,0
385,385,아이돌,3580470,바캉스 (Vacance),f(x),The 3rd Album 'Red Light',덥네 이런 날엔.일 못 하지 뭔가가 필요해.이런 냉장고 안의 주스도 미지근해.Oh 이건 아니야.저 햇볕은 쨍쨍 하늘은 반짝.나가고 싶어 친구들을 모두.불러내서 놀자.하얀 바스켓 가득 시원한 것들로.버스를 씽씽 달려.금빛 모래사장으로.다들 들썩들썩해 We're on vacation.모두 행복해 보여 한여름이 정말.코 앞에.바다는 파래 우린 자유로워.이대로 난 다 좋아.바로 지금 떠나자 바캉스.바로 지금 떠나자 바캉스 Yeah.Oh 너무 간절해 Oh 너무 간절해.벌써 길 막히고 있잖아 Yeah.자 시간이 없어 자 시간이 없어.덥네 핫팬츠가 이젠 너무 시원해.보이네.저기 어디 선가 들리는 음악소리에.마음이 들떠.자 무작정 가자 하루는 길어.이대로 가면 두근대는 일이.생길 것만 같아.Here we go 아무런 계획도 없어.그게 계획.누군가를 만나고 또 안녕 해 가자.가자 미지의 어떤 곳으로.다들 들썩들썩해 We're on vacation.모두 행복해 보여 한여름이 정말.코 앞에.바다는 파래 우린 자유로워.이대로 난 다 좋아.바로 지금 떠나자 바캉스.바로 지금 떠나자 바캉스.아침의 저 태양과 저녁노을 구름.속 그 안에.반짝반짝 빛나는 내가 있어 이 긴.휴가의 끝엔 다 좋아져 말했잖아.떠나자.다들 들썩들썩해 We're on vacation.모두 행복해 보여 한여름이.정말 코 앞에.바다는 파래 우린 자유로워.이대로 난 다 좋아.바로 지금 떠나자 바캉스.바로 지금 떠나자 바캉스 Yeah Oh.너무 간절해 Oh 너무 간절해.벌써 길 막히고 있잖아 Yeah.자 시간이 없어 자 시간이 없어,0.031125385095179082,0.09565265063643455,0.04113454222679138,-0.006641587089002132,0.13983532786369324,0.04438893124461174,-0.006623838717738788,-0.03665960828463236,1,-1,0,0,0,0,0,0
386,386,아이돌,31124807,Summer Dream,엘리스(ELRIS),SUMMER DREAM,Summer dream.My summer dream.파도치는 바다 내리쬐는 네 눈빛.잘난 척 저 태양처럼.녹아내리게 해줘 (해줘 해줘).눈 부신 너는 Summer dream.나 나 꿈 아니지?.해도 해도 너무한 행복.친절한 날씨잖아 널 널.꼭 닮아서 부드러운.바람이 날 쓰다듬고 있어 느껴져.세상 끝까지 가고 싶어 너랑.두 눈을 감으며 나의 소원이.이뤄지기를 기도할래.Summer dream.My summer dream.파도치는 바다 내리쬐는 네 눈빛.잘난 척 저 태양처럼.녹아내리게 해줘 (해줘 해줘).눈 부신 너는 Summer dream.저 햇살과 다른 딱 두 가지란.넌 쨍쨍 눈물을 말려.마른 가슴에 비로 내려.언제라도 떠 있어줘.항상 나의 곁에서 날 지켜줘.손을 잡고 걸음걸음 떠오를 듯해.투명 계단 위로.Summer dream.My summer dream.파도치는 바다 내리쬐는 네 눈빛.잘난 척 저 태양처럼.녹아내리게 해줘 (해줘 해줘).눈 부신 너는 Summer dream.너는 Summer dream.밤하늘 반짝이는 별을 맞으며.너와 입을 맞추고 새벽을 걸을래.다시 나 돌아가고 싶지 않도록.더 예쁜 추억을 내게 줘.Summer dream.My summer dream.파도치는 바다 내리쬐는 네 눈빛.잘난 척 저 태양처럼.녹아내리게 해줘 (해줘 해줘).눈 부신 너만 있다면.창문 밖으로 여기저기 내게.손짓하는 꽃 따라.같이 가 더 먼 곳으로.떠나자 우리 둘이 (둘이 둘이).눈부신 너는 Summer dream,0.032841808688640596,0.09081481207609177,0.07564118504524231,-0.004810083317756652,0.1613935430844625,0.08643638342618942,0.05174799760182699,-0.02068148801724116,1,-1,0,0,0,0,0,0
387,387,아이돌,31154138,바람 바람 바람 (Windy Windy),여자친구(GFRIEND),여자친구 Summer Mini Album 'Sunny Summer',시원한 바람 바람 바람.불어오면 만날까.너와 나 완벽한 아름다운 기억.지금 만들어볼까.뭐랄까 설명할 수 없는 기분에.잠이 오지가 않아.너와 내가 같은 생각을 한 걸까.날 부르는 네 벨소리 Oh.저 별이 나를 부르면 설레는 바람.가득 안아볼까 시원하게.자유롭게 날아 나비처럼 나.이렇게 Oh 잠이 오지 않아 오늘 밤.시원한 바람 바람 바람.불어오면 만날까.너와 나 완벽한 아름다운 기억.지금 만들어볼까.나 잠이 오지 않아 오늘 밤.뭐 할까 넌 지금 뭐 할까 궁금해.잠이 오지가 않아.너와 내가 같은 생각을 한 거야.가벼워진 발걸음이 이미 너에게로 가면.햇살이 몸을 숨기면 설레는 마음 가득.모아볼까 특별하게.하나 둘 셋 하면 우리들만의 이야기.Oh 잠이 오지 않아 오늘 밤.시원한 바람 바람 바람.불어오면 만날까.너와 나 완벽한 아름다운 기억.지금 만들어볼까.나 잠이 오지 않아 오늘 밤.조금만 더 이대로 이 바람 느끼고 싶어.여름밤의 추억 우리들만의 기억.이대로 영원하게.설레는 바람 바람 바람 불어오면.잠이 오지 않아 오늘 밤.시원한 바람 바람 바람.불어오면 만날까.너와 나 완벽한 아름다운 기억.지금 만들어볼까.나 잠이 오지 않아 오늘 밤,0.11864938155263663,0.20730858702659605,0.10341984033584595,0.021537552461773156,0.17758951584498087,0.10770753026008606,0.007927353183428446,-0.01151110976934433,1,-1,0,0,0,0,0,0
388,388,걸그룹,5334962,파도 (Wave) (Feat. Wynn),이아람,파도 (Wave),저기 어느 해변가를.살며시 거닐다가.네 생각이 났어.멀리 저 파도가 계속.밀려드는 걸 보면서.바다 끝에선 계속 파도가 치고.그 모래엔 파도 자욱이 남고.난 네게 그런 존재가 되고 싶어.매일 봐요 우리.그저 손잡은 채로.같이 가요 둘이.어떤 곳이라도.너는 내게 스며들고.나는 네게 파고들어.함께해요 우리.저기 저 파도처럼.둘이 So do we?.널 처음 만났던.그날을 기억해.모든 게 낯설던.어색했던 맘.그때의 난 여기 있어.이젠 어딜 가겠어 네 옆에서.계속 Stay with me.매일 봐요 우리.그저 손잡은 채로.같이 가요 둘이.어떤 곳이라도.너는 내게 스며들고.나는 네게 파고들어.함께해요 우리.저기 저 파도처럼.저기 밀려오는 파도가.그냥 여기 반짝이는 것처럼.굳이 말하지 않아도 우리.흘러가는 대로.매일 봐요 우리.그저 손잡은 채로.같이 가요 둘이.어떤 곳이라도.너는 내게 스며들고.나는 네게 파고들어.함께해요 우리.저기 저 파도처럼.둘이 So do we?.우리 둘이,0.06684351024664939,0.15133165117800235,0.04029911160469055,-0.02096373609751463,0.18326336145401,0.08965940773487091,-0.0004520043730735779,-0.03183324386676153,1,-1,0,0,0,0,0,0
389,389,아이돌,31193665,Rumor,국.슈 (국프의 핫이슈),PRODUCE 48 - 30 Girls 6 Concepts,넌 Toxic 파고들어.내 맘을 어지럽게 해.난 다시 빠져들어.아무것도 할 수 없게 돼.Oh na na na.너의 눈이 마주친 순간.다른 말은 안 듣게 돼.너를 믿고 싶게 돼.다른 얘기들은 모조리 다 불태워줘.겁도 없이 달려가는 날 막진 말아줘.쓸데없이 떠다니는 소문 소문 소문.난 귀를 막고 너 하나만.믿어 믿어 믿어 Boy.이제부턴 어떻게 너를 봐야 되는지.말해줘 네 진심을 보여줘 Baby.멈출 수 없는 내 맘 네게 줘도 되는지.말해줘 모두 괜찮을 거라고.그렇게 말해봐.Rumor rumor rumor.Gossip gossip gossip.Rumor rumor rumor.날 사랑한다고.그렇게 말해봐.Rumor rumor rumor.Gossip gossip gossip.Rumor rumor rumor.모두 괜찮을 거라고.그렇게 말해봐.들리는 얘기들 믿고 싶지는 않지만.대체 왜 난 지금 네 전활 피하고 있는지.사랑은 Da ra ta ta ta.달콤한 거짓말.내 눈을 바라 봐.너땜에 힘들어 하는 날 Baby.거부할 수 없게 넌 나를 흔들어.듣고 싶지 않은 소리가 날 건드려.왜 속상하게 넌 날 불쌍하게 만들어.이곳 저곳 하나같이 모두 맘에 안 들어.솔직하게 말해줘.내 눈을 보며 말해줘.어찌할 수 없이 빠져버린 날.제발 그만 날 피하지만 말고.모두 괜찮을 거라고.그렇게 말해봐.Rumor rumor rumor.Gossip gossip gossip.Rumor rumor rumor.날 사랑한다고.그렇게 말해봐.Rumor rumor rumor.Gossip gossip gossip.Rumor rumor rumor.모두 괜찮을 거라고.그렇게 말해봐.Love is blind.Now I'm blind.Love is blind.Now I'm blind.쉴 틈 없이 말해봐.어떤 말도 들을 수 없게.네 안에 갇혀.숨이 멎어도.이제부턴 어떻게.너를 봐야 되는지 말해줘.네 진심을 보여줘 Baby.멈출 수 없는 내 맘.네게 줘도 되는지.말해줘.모두 괜찮을 거라고.그렇게 말해봐.Rumor rumor rumor.Gossip gossip gossip.Rumor rumor rumor.날 사랑한다고.그렇게 말해봐.Rumor rumor rumor.Gossip gossip gossip.Rumor rumor rumor.모두 괜찮을 거라고.그렇게 말해봐,0.03871335123181343,0.10213846747279168,0.10287176370620728,-0.0009141255497932433,0.21133806308110556,0.1779448539018631,0.03684601684411367,0.030075406034787495,1,-1,0,0,0,0,0,0
390,390,걸그룹,5913987,Sour Candy,Lady GaGa(레이디 가가),Sour Candy,So sour candy.(So sour candy).I'm sour candy so sweet.Then I get a little angry yeah.Sour candy yeah yeah yeah yeah yeah.I'm super psycho.Make you crazy when I turn the lights low.Sour candy yeah yeah yeah yeah.Ask me to be nice and.Then I'll do it extra mean.뜻밖의 표정 하나에 넌 당황하겠지.위선적이란 말들로 날 포장한 건 너야 너야.If you wanna fix me.Then let's break up here and now.거리낌 없는 눈빛에 넌 거릴 두니까.툭 까보면 어김없이 소리질러.Uh huh uh huhh.(Oh oh oh).I'm hard on The outside.But if you give me time.Then I can make time for your love.I'm hard on the outside.But if you see inside inside inside.I might be messed up but I know what's love.You want a real taste.At least I'm not a fake.Come come unwrap me.Come come unwrap me.I'll show you what's me.Close your eyes don't peek.Now I'm undressin'.Unwrap sour candy.Come come unwrap me.Come come unwrap me.Come on sour candy.I'm hard on The outside.But if you give me time.Then I can make time for your love.I'm hard on the outside.But if you see inside inside inside.I'm sour candy so sweet.Then I get a little angry yeah.Sour candy yeah yeah yeah yeah yeah.I'm super psycho.Make you crazy when I turn the lights low.Sour candy yeah yeah yeah yeah.Take a bite take a bite.So sour candy.Take a bite take a bite.So sour candy.Take a bite take a bite.So sour candy.Take a bite take a bite.Sour candy,0.05552639324665069,0.12631979842185975,0.11097345352172852,0.03151181374192238,0.1998854080835978,0.22071366012096405,0.029833118120829265,0.05987993876139323,1,-1,0,0,0,0,0,0
391,391,공연/라이브,105935,천일동안,이승환,무적전설(無敵傳設),..   천일동안 난 우리의 사랑이 .   영원할 거라 믿어 왔었던거죠.   어리석게도 그런 줄로만 알고 있었죠.  .   헤어지자는 말은 참을수 있었지만 .   당신의 행복을 빌어줄.   내모습이 낯설어 보이진 않을런지..   그 천일동안 알고 있었나요 .   많이웃고 또 많이울던 당신을 항상.   지켜주던 감사해하던 너무 사랑했던 나를 ..   보고싶겠죠 천일이 훨씬 지난 후에라도 역시 그럴테죠 .   난 괜찮아요 당신이 내곁에 있어줬잖아요..   그 천일동안 알고 있었나요 .   많이웃고 또 많이울던 당신을 항상.   지켜주던 감사해하던 너무 사랑했던 나를 ..   보고싶겠죠 천일이 훨씬 지난 후에라도 역시 그럴테죠.   잊지마요 우리 사랑 아름다운 이름들을..   그 천일동안 힘들었었나요 .   혹시 내가 당신을 아프게 했었나요.   용서해요 그랬다면 마지막일거니까요..   난 자유롭죠 그날 이후로 다만 .   그냥 당신이 궁금할 뿐이죠.   다음 세상에서라도 우리 다시는 만나지 마요....,0.1097735214650631,0.18371834416389465,0.09915443062782288,0.03880387280583382,0.22161787748336792,0.16353659331798553,0.01798999309539795,0.001265966643889745,0,0,-1,1,1,-1,0,0
392,392,가을,80360657,오아시스 (feat. 이재훈),브라운 아이드 걸스,떠나라 미스김,와아 여름이다 막 이래..Here we go now...어떡해 올 여름 난 너무 바쁜데.그 어디라도 꼼짝하지 못할것 같아.수평선 하늘 닿은 푸른 바다가 너와 날 부르고 있는데 오~..난 정말 괜찮아 이 도시라 해도.저 높은 빌딩 아래라도 너만 있다면.시원한 팥빙수를 함께 나눌 수 있다면 그걸로 충분해.가로수 그늘 아래 너와 함께 거닐면.그 어떤 해변가도 부럽지 않아.넌 나의 바다야 넌 나의 파도야.니 품에 안기면 내 안에 파도소리가 들려.무더운 이 여름에 복잡한 세상 일을.잠시 다 잊을 수도 있을것 같아.넌 나의 숲이야 넌 나의 나무야.니 곁에 있으면 시원한 바람이 느껴져.모두가 떠나가버린 한적한 도시에 남아 너와 나 사랑을 나눠..Yeah come on yo.넌 내 젊음의 활력소.너와 난 우리 둘의 웃음꾼.널 두고 떠나갈 일 없어.아무리 세계일주라도 그대 없인 의미 없어.오직 너만 있으면 돼 난.여기 너가 있어주면 난.오직 (아우) 한복판 가운데다.뚝하고 떨어져 있어도 다 괜찮아...어느새 이 도시에 밤이 내리면.난 너의 곁에 한 손 가득 팝콘을 들고.무서운 영화 한편 함께 즐길 수 있다면 행복한 밤이야..놀란척 니 어께에 얼굴을 꼭 묻으면.이 밤은 천국보다 아름다운 걸.넌 나의 바다야 넌 나의 파도야.니 품에 안기면 내 안에 파도소리가 들려.무더운 이 여름에 복잡한 세상 일을.잠시 다 잊을 수도 있을것 같아.넌 나의 숲이야 넌 나의 나무야.니 곁에 있으면 시원한 바람이 느껴져.모두가 떠나가버린 한적한 도시에 남아 너와 나 사랑을 나눠.영원히..가슴이 펑하고 나 (내 가슴 두근두근).난 날아올라 (날아봐 하늘위로).어쩔 줄 몰라 (오직 그대만 나의 곁에 있어주면 돼).이대로 너만 내 곁에 있어준다면 어디든 난 행복할꺼야..I love you   .   . . .,0.06871467862725258,0.15713493336439133,0.03429978787899017,-0.010643198653310537,0.17945011456807455,0.07399718463420868,-0.004777404169241588,-0.0529710054397583,-1,1,1,-1,1,-1,0,0
393,393,목소리/음색,327760,Good Man,India.Arie(인디아 아리),Voyage To India,  가수 : India Arie ....I remember the first day .I met you .we were so young .you were a blessing .and there was no guessing .you were the one .Love is so crazy .We had a baby .and said our vows .That's when you told me .should anything happen .I can hear you now .You told me ..*Chorus* .if the sun comes up .and I'm not home .be strong .If I'm not beside you .Do your best to .carry on .Tell the kids about me .when they're old enough to understand .tell them that their daddy was .a good man ..First anniversary .remember we .chose a star .And as i stand under it.I can't help but wonder if .You see it where you are .For whatever reason .We don't see the seasons .Change again .Go there with peace of mind .We'll meet on the otherside .Cause true Love don't end .and baby ..if the sun comes up .and you're not home .I'll be strong .If you're not beside me.I'll do my best to .carry on .I'll tell the kids about you .when they're old enough to understand .I'll tell them that their daddy was .a good man ..Two eyes .looking .up at me .Pointing to the picture like where is he .Mamma are you OK .What did the paper say .To make you cry that way .it said your Daddy lived for you .and your daddy died for you.and I'll do the same .Now baby..if the sun comes up .and I'm not home .be strong .If I'm not beside you .Do your best to .carry on .Tell your kids about me .when they're old enough to understand .tell them that your daddy was .a good man ...,0.061221700501441954,-0.002279973435401916,-0.0467650979757309,-0.005479421406239271,0.045077974597613014,-0.029608439654111862,-0.09774528940518697,-0.11071141560872395,-1,1,0,0,0,0,0,0
394,394,아이돌,3893389,Always,에이코어(A.KOR),Always,난 너만을 믿었었어 .정말 아니라고 하는 너의 모습 .마지막이겠다 하면서..왜 니가 뭔데 뭐길래 .또 핑계만 하니 내가 다잡은 .고기 같아서 쉽게 느껴지는 거니 .말은 이미 수백 번 변하고 변해서 .너는 마치 수호천사 같은 이유 .I'm sick of it..또 니가 뭐라 해도 난 다 필요 없어.Cause know that .What I've done for you.그러니 애써 아닌 척하지마 .좋은 척 그런 척 아닌 척하지마 .정말 너 따윈 싫어 널 보는 것.조차 필요 없어.그러니 이제 turn around .and you go away..(You always).언제까지 나를 헷갈리게 .이제 니 말은 듣지 않을래.정말 우스워 정말 화가나.너의 핑계 따윈 집어치워..(You always).언제까지 나를 헷갈리게 .이제 너란 사람 필요 없어.정말 끝이야 정말 아니야 .너의 사탕발림 따윈 집어치워 꺼져줘..너의 이기적인 모습도 .사랑이란 것에 모두 다 봐줬어 .근데 잘못이었어 NO..Hey 너란 사람에게 치여 치가 떨려 .Cause I know that what you did to me.[케미] 그러니 애써 착한 척 하지마 .모른 척 그런 척 너무 짜증이나.너 따윈 보기 싫어 .니가 하는 모든 게 정말 싫어.그러니 이제 .turn around and you go away..(You always).언제까지 나를 헷갈리게 .이제 니 말은 듣지 않을래.정말 우스워 정말 화가나.너의 핑계 따윈 집어치워.[(You always).언제까지 나를 헷갈리게 .이제 너란 사람 필요 없어.정말 끝이야 정말 아니야 . 너의 사탕발림 따윈 집어 치워 꺼져줘..Oh oh oh always.항상 넌 그래.Oh oh oh always.항상 그래 난.너 따윈 필요 없어 도대체 어떡해야 .내가 널 이해할 수 있을까 .Oh oh oh always.아무도 없어.Oh oh oh always.변명 하지 마.피노키오 같은 너 .그런 니가 싫어.you know I know.We know that all ways..(You always).언제까지 나를 헷갈리게 .이제 니 말은 듣지 않을 래.정말 우스워 정말 화가나.너의 핑계 따윈 집어치워.(You always).언제까지 나를 헷갈리게 .이제 너란 사람 필요 없어.정말 끝이야 정말 아니야 .너의 사탕발림 따윈 .집어 치워 꺼져줘.,0.015963722360134124,0.0515899315148592,-0.00784858912229538,-0.017769468608498575,0.0949982504049937,0.05498605966567993,-0.09198627869288127,-0.05395205815633138,1,-1,0,0,0,0,0,0
395,395,걸그룹,31799585,Dearest (Feat. 슬로(Sllo)),정바스(J.Bass),Dearest (30.119),My dearest.그대에겐.설렘이란.단어가.떠오르죠.못 견딜 만큼.따뜻한.때로는 다정한.사랑이란 걸.알게 해준 그대.네가 내게.다가온 그 순간부터.내가 널.사랑이라 느끼고 있어.네가 없인.아무런 의미가 없을 거야.내게 다가온 그 순간부터.오늘의 너는 또 어떤 모습일까.하루 종일 궁금해.혼자서도 빛나는.별 보다 빛나는.그런 맘을 가진 사람.네가 옆에 없는 순간조차.난 널 느낄 수 있어.네가 내게.다가온 그 순간부터.내가 널.사랑이라 느끼고 있어.네가 없인.아무런 의미가 없을 거야.내게 다가온 그 순간부터.우리 이제.다 같이 하자.너와 나 이제.매일 같이 있자.이젠 둘만 아는 작은 이야기들.을 써내려가 볼까.변하지 않아.My dearest.그대에게.네가 내게.다가온 그 순간부터.내가 널.사랑이라 느끼고 있어.네가 없인.아무런 의미가 없을 거야.내게 다가온 그 순간부터.그 순간부터.그때부터,0.1046943928718567,0.22583692033290861,0.19048908948898316,0.06499295156896115,0.2738734881083171,0.23397545516490936,0.09319343169530232,0.07951106627782185,1,-1,0,0,0,0,0,0
396,396,아이돌,3616575,행복(Happiness),Red Velvet (레드벨벳),The 1st Single '행복(Happiness)',Sometimes  You Gotta Be Bold! .Just Rock The World! Boo-Ya! ..La La La La La La La La La La .Happiness!.La La La La La La La La La La .(Are You Happy? Uh?)..고민은 Blow Up .꿀꿀한 기분 Change Up.힘을 내려고 이제 Windup .한 방에 멋진 일이 가득 Straight Up.난 매일 더 Style Up .기분 Up 되는 일에 집중!.내가 행복하게 사는 비결을 좀 말해볼까?..아침에 난 잠을 깨 엄마께 .사랑한다고 말해 (어휴 착한 내 딸아).졸졸 나를 따라온 Happy가 .넘 귀여워서 행복해 (Uh  얘가 말한대!)..이런 Money 저런 Power .그것만 따  따  따  따라가다.어른들이 짠해 보여 .그들은 정말 행복하지 않아.기쁜 일이 멋진 일이 .세계는 참  참  참 많은 데라.그런 Money 그런 Power .우리는 관심도 끊어버린지 오래..달라 달라 나는 좀 해보고 싶음 .그냥 하고 말지.고민 고민 하다가 어른이 되면 .후회 많을텐데.어제 오늘 내일도 .행복을 찾는 나의 모험일기.달라 달라 나는 좀 긍정의 힘을 .나는 믿고 있지..La La La La La La La La La La .Happiness!.La La La La La La La La La La .난 원해!.La La La La La La La La La La .꿈 꾸자!.La La La La La La La La La La .(Uh  Are You Happy? Uh?)..학교 가는 길에 만난 친구 .내게 달려와서 팔짱 끼고 웃어주니 좋고!.끼리끼리 모여 장난치던 남자애들 .내가 지나가니 의식해서 좋고!.잔소리 하지만 세상에서 .내가 제일 좋단 엄마.Hey? Hey? TV속에 .싸움밖에 모르는 어른들 빼!..점점 더 좋은걸 난 나라서 행복해.더 기분 좋은 건 내 곁에 너 있단 거 .(Uh  What You Wanna Be?)..이런 Money 저런 Power .그것만 따  따  따  따라가다.어른들이 짠해 보여 .그들은 정말 행복하지 않아.기쁜 일이 멋진 일이 .세계는 참  참  참 많은 데라.그런 Money 그런 Power .우리는 관심도 끊어버린지 오래..달라 달라 나는 좀 해보고 싶음 .그냥 하고 말지 (오래  오래  오래  오래).고민 고민 하다가 어른이 되면 .후회 많을텐데 (오래  오래  오래  오래).어제 오늘 내일도 행복을 찾는 .나의 모험일기 (점점 더 좋은걸).달라 달라 나는 좀 긍정의 힘을 .나는 믿고 있지 (난 나라서 행복해)..La La La La La La La La La La .Happiness!.La La La La La La La La La La .난 원해!.La La La La La La La La La La .꿈 꾸자!.La La La La La La La La La La (.Uh  Are You Happy? Uh?)..Shine On Me Let It Shine On Me Yeah .내 품에 Let It Shine.Shine On Me Let It Shine On Me Yeah .내 두 팔에 Let It Shine..La La La La La La La La La La .Happiness!.La La La La La La La La La La .난 원해!.La La La La La La La La La La .꿈 꾸자!.La La La La La La La La La La .Happiness!.,0.12715271968841552,0.18480502922534942,0.10689878463745117,0.03493121896386146,0.21715094645818075,0.15176932513713837,-0.014904650549093882,-0.0006448539594809214,1,-1,0,0,0,0,0,0
397,397,걸그룹,91265,송인(送人),쿨(COOL),Summer Story,세상엔 많은 사람이 있는걸 알아 .하지만 너를 대신 해줄수 없는걸 알아 ..이 세상에서 한사람만 사랑하길 .그 역시 나이기를 원했던 니맘 다 알아 ..널 알고 있어 아무말 하지마 .야위어 가는 너의 얼굴을 보면서 .눈물만 흘리는 나를 이해해 줘 ..얼마후엔 너를 먼저 보낼 .마지막 내 부탁을 들어줄 수 있니 .그곳엔 너와 함께 할 내가 없을테니 .조금만 참고 기다려 주길 바래 ..오늘까지만 행복한 것을 난 알아 .내일은 니가 없는 세상을 살아야 함을 ..견딜수 없을 거라고 생각해 .널 따라 내가 갈거란 사실을 알면서 화만 내려는 .너의 맘을 알아 ..자신없어 널 대신 사랑할 .사람을 만나야 하는게 난 두려워 ..내곁에 있는 그날까지 .맘에 없는 말 제발 하지마 ..나의 뜻대로 할께 ..,0.02689784426689148,0.07719454165995121,0.023275625705718995,0.00239561904668808,0.13896972934405008,0.08248995244503021,-0.06465485692024231,-0.06017599503199259,1,-1,0,0,0,0,0,0
